"station","lon","lat","alt","area","name","city","state","uf","basin","subbasin","river","class","Escala","RegistradorNivel","DescLiquida","Sedimentos","QualAgua","Pluviometro","RegistradorChuva","TanqueEvapo","Climatologica","Piezometria","Telemetrica"
58470800,-43.3947,-21.7189,680,831,"PCH MARMELOS MONTANTE 2","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58480000,-43.3333,-21.75,670,956,"JUIZ DE FORA","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58480500,-43.3253,-21.7783,700,969,"JUIZ DE FORA - JUSANTE","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,1,0,0,0,0,0,0
58480501,-43.3256,-21.7778,NA,1015,"PCH MARMELOS MONTANTE 1","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58480600,-43.3072,-21.7867,NA,1000,"JUIZ DE FORA","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58487000,-43.3103,-21.7869,NA,1000,"PCH MARMELOS BARRAMENTO","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58489000,-43.2972,-21.7964,NA,1060,"PCH JOASAL BARRAMENTO","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58490000,-43.3394,-21.8453,NA,1090,"PCH PACIENCIA BARRAMENTO","MATIAS BARBOSA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58490100,-43.3339,-21.8578,NA,NA,"PCH PACIENCIA JUSANTE","MATIAS BARBOSA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58490400,-43.3319,-21.8625,NA,1090,"MATIAS BARBOSA","MATIAS BARBOSA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58491000,-43.3242,-21.8714,478,1210,"MATIAS BARBOSA","MATIAS BARBOSA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58495000,-43.8897,-21.8508,793,142,"PCH CACHOEIRA DO BRUMADO BARRAMENTO","LIMA DUARTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BRUMADO","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58497000,-43.8886,-21.8528,768,144,"PCH CACHOEIRA DO BRUMADO JUSANTE","LIMA DUARTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BRUMADO","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58500000,-43.885,-21.8547,727,144,"USINA BRUMADO","LIMA DUARTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BRUMADO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58501000,-43.7667,-21.8167,NA,666,"RIO DO PEIXE (jus. Lima Duarte)","LIMA DUARTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58501150,-43.6681,-21.7392,681,NA,"JUIZ DE FORA","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO VERMELHO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58512000,-43.5556,-21.8692,642,1720,"TORREOES","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58512010,-43.5206,-21.9169,525,NA,"JUIZ DE FORA","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58512030,-43.6803,-21.7497,684,710,"UHE PICADA MONTANTE 2","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58512040,-43.6044,-21.7767,673,1500,"UHE PICADA MONTANTE 1","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58512070,-43.5875,-21.8042,661.2,1510,"UHE PICADA MONTANTE","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58512075,-43.54,-21.8847,659,1702,"UHE PICADA BARRAMENTO","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58512080,-43.5361,-21.9106,537,1750,"UHE PICADA JUSANTE","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58512090,-43.3394,-21.9931,419,3790,"PCH MONTE SERRAT VILA DO PORTO","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58514000,-43.5,-21.8833,NA,2090,"FAZENDA SAO JOSE","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58515000,-43.4992,-21.8839,NA,2090,"FAZENDA LAJEADO","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58516000,-43.3667,-21.9,NA,2340,"FAZENDA SAO JOSE","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58516300,-43.4025,-21.8844,NA,2320,"BELMIRO BRAGA","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DAS FLORES","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58516500,-43.4439,-21.8592,513,2240,"FAZENDA SANTO ANTONIO","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DO PEIXE","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58517000,-43.3269,-21.8769,473,1261,"UHE SOBRAGI MONTANTE 2","MATIAS BARBOSA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58519000,-43.35,-21.9167,450,3610,"COTEJIPE","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58519030,-43.3492,-21.9244,467,3561,"UHE SOBRAGI MONTANTE 1","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58519050,-43.3736,-21.9675,447,3473,"PCH MONTE SERRAT MONTANTE 2","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58519100,-43.3558,-21.9664,NA,3720,"RIO PARAIBA DO SUL (mont foz Paraibuna)","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58520000,-43.3744,-21.9667,450,3640,"SOBRAJI","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
58520002,-43.3833,-21.9667,NA,3640,"SOBRAJI","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58520100,-43.3558,-21.9733,NA,3720,"RIO PARAIBUNA (jus. Sobragi)","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58521000,-43.3833,-21.9667,450,3640,"SOBRAJI","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58521080,-43.3633,-21.9783,437,3720,"UHE SOBRAGI BARRAMENTO","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58521085,-43.3489,-21.9831,367,3680,"UHE SOBRAGI JUSANTE","JUIZ DE FORA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58521090,-43.3394,-21.9931,419,3750,"PCH MONTE SERRAT VILA DO PORTO","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58521100,-43.3544,-21.9747,NA,3720,"POCO MANSO","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58521200,-43.3486,-21.9819,357,3730,"POCO MANSO (CPM)","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58522000,-43.3386,-21.9958,NA,3750,"CABUY MONTANTE","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
58522500,-43.3214,-22.0044,NA,7170,"CABUY JUSANTE","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
58523000,-44.4872,-22.2567,NA,25,"RIB. DA PRATA (FUMACA E-7)","BOCAINA DE MINAS","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58525000,-44.5389,-22.33,1012,103,"VISCONDE DE MAUA","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58525100,-44.5386,-22.3294,NA,NA,"VISCONDE DE MAUA","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58526000,-44.4819,-22.2906,NA,132,"CAMPO ALEGRE (FUMACA E-6)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58527000,-44.4458,-22.2556,NA,225,"RIO PRETO (FUMACA E-5)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58530000,-44.39,-22.2708,919,284,"PONTE DO SOUZA","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,1,1,0,1,0,0,0,0,0,1
58530040,-44.3575,-22.2544,NA,337,"FAZENDA JACUBA (FUMACA E-4)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58530060,-44.3528,-22.2569,NA,344,"FAZENDA JACUBA (FUMACA E-3)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58530065,-44.35,-22.2556,NA,348,"FAZENDA JACUBA (FUMACA E-2)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58530070,-44.3417,-22.2539,NA,348,"FAZENDA JACUBA (FUMACA E-1)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58530080,-44.35,-22.25,NA,348,"AHE FUMACA (INVENTARIO)","RESENDE","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58535000,-44.265,-22.2442,550,418,"ZELINDA","PASSA VINTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58536000,-44.2778,-22.1806,1014,58.9,"PCH PAES LEME BARRAMENTO","PASSA VINTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58536500,-44.2669,-22.185,803,54.3,"PCH PAES LEME JUSANTE","PASSA VINTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58540000,-44.1169,-22.1664,585,214,"CGH HENRIQUE PORTUGAL","SANTA RITA DO JACUTINGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58541000,-44.085,-22.1572,NA,356,"PCH AREAL JUSANTE","SANTA RITA DO JACUTINGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58542000,-44.0906,-22.1519,551,355,"SANTA RITA DO JACUTINGA","SANTA RITA DO JACUTINGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58543000,-44.0903,-22.1531,481,NA,"PCH AREAL BARRAMENTO","SANTA RITA DO JACUTINGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58544000,-44.0853,-22.1569,474,NA,"PCH AREAL JUSANTE","SANTA RITA DO JACUTINGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BANANAL","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58548000,-43.7789,-22.0383,597,150,"PCH MELLO MONTANTE","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIBEIRAO SANTANA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58548400,-43.78,-22.0397,597,116,"PCH MELLO BARRAMENTO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIBEIRAO SANTANA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58548500,-43.7681,-22.04,458,158,"PCH MELLO JUSANTE","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIBEIRAO SANTANA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58549500,-43.8333,-22.1,NA,1740,"RIO PRETO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58550000,-43.8333,-22.0833,423,1740,"PARAPEUNA","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58550001,-43.82,-22.0861,426,1800,"RIO PRETO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58550100,-44.3225,-22.2511,614,NA,"PASSA VINTE","PASSA VINTE","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58550300,-43.7456,-22.0894,422,NA,"RIO PRETO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58551000,-43.8183,-22.0858,423,1740,"PCH MONTE SERRAT RIO PRETO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58555000,-43.7833,-22.0333,NA,42,"CONCEICAO DO RIO PRETO","RIO PRETO","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO CONCEICAO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58560000,-43.7103,-22.2244,510,173,"VALENCA","VALENCA","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DAS FLORES","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58573000,-43.7525,-22.1569,470,256,"PENTAGNA","VALENCA","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO BONITO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58578000,-43.5992,-22.1139,400,635,"TRAVESSAO DO MEIO","VALENCA","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO DAS FLORES","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58583000,-43.5869,-22.1683,503.6,48.3,"RIO DAS FLORES","RIO DAS FLORES","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIBEIRAO MANOEL PEREIRA","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58585000,-43.5589,-22.0839,401,3110,"MANUEL DUARTE","RIO DAS FLORES","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
58586000,-43.56,-22.0847,387,3250,"PCH MONTE SERRAT MANOEL DUARTE","RIO DAS FLORES","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
58590000,-43.3667,-22.0167,423,3390,"AFONSO ARINOS","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58591000,-43.3211,-22.005,336,7170,"PCH MONTE SERRAT MONTANTE 1","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58592000,-43.3136,-22.0161,309,7170,"PARAIBUNA - USINA VELHA","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58592800,-43.3408,-22.005,NA,3400,"RIO PRETO (mont. Rio Paraibuna)","BELMIRO BRAGA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PRETO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58593100,-43.3075,-22.0169,NA,7180,"SIMAO PEREIRA","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58593700,-43.2992,-22.0214,331,NA,"PCH MONTE SERRAT BARRAMENTO","COMENDADOR LEVY GASPARIAN","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58593800,-43.2831,-22.0142,316,7180,"PCH MONTE SERRAT JUSANTE","COMENDADOR LEVY GASPARIAN","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58593900,-43.2694,-22.0111,313,7175,"PCH BONFANTE BARRAMENTO","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58594000,-43.2622,-22.0075,303,7177,"PCH BONFANTE JUSANTE","SIMAO PEREIRA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58594050,-43.0225,-21.8789,525,NA,"MAR DE ESPANHA","MAR DE ESPANHA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO CAGADO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58594100,-43.1425,-21.9983,NA,1120,"RIO CAGADO (prox. foz)","MAR DE ESPANHA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO CAGADO","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58610000,-43.0414,-21.8964,426,783,"ESTEVAO PINTO","MAR DE ESPANHA","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO CAGADO","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
58610400,-43.1564,-22.0775,294,7378,"PCH SANTA FE I BARRAMENTO","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
58610500,-43.1517,-22.0808,259,7398,"PCH SANTA FE I JUSANTE","COMENDADOR LEVY GASPARIAN","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58611000,-43.1514,-22.0767,NA,8560,"CHIADOR","CHIADOR","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58612000,-43.1453,-22.0914,268,NA,"UHE SIMPLICIO RIO PARAIBUNA","CHIADOR","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58620000,-43.1511,-22.0864,256,8560,"UHE ILHA DOS POMBOS FAZENDA PIRACEMA","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBUNA","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
58629600,-43.1031,-22.0808,NA,32300,"TRES BARRAS","CHIADOR","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58629650,-43.1242,-22.0972,256,NA,"RIO PARAIBA DO SUL (jus. rio Paraibuna)","SAPUCAIA","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
58629700,-43.0644,-22.09,NA,32500,"KM 21 BR-393","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58629800,-43.035,-22.0686,NA,32600,"AREAL BR-393","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58629900,-43.0339,-22.0558,NA,32600,"BARREIRO BR-393","TRES RIOS","RIO DE JANEIRO","RJ","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
58629950,-43.0219,-22.0386,NA,32600,"ANTA A","CHIADOR","MINAS GERAIS","MG","ATLANTICO,TRECHO LESTE","RIO PARAIBA DO SUL","RIO PARAIBA DO SUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
